,State,County,Population,People 1/2 Mile and More,People 1 Mile and More,People 10 Miles and More,People 20 Miles and More,Civilian labour force,Employed poulation,Unemployed population,Rate of Unemployment
1034,NM,Grant,29514,24458.04957,19160.48577,3759.062419,1497.018601,12417,11614,803,7
1035,OK,Grant,4527,3855.494969,3477.457377,2798.88925,0,3289,3193,96,3
1036,OR,Grant,7445,6442.22706,5737.72186,2963.728525,1273.905634,3090,2822,268,9
1037,SD,Grant,7356,5103.951316,3666.03108,1390.033571,108.9737179,4696,4557,139,3
1038,WA,Grant,89120,69235.51789,48734.1054,4950.364801,191.8453562,44711,41432,3279,7
1039,WI,Grant,51208,38214.46373,28106.97063,4160.958832,0,28183,26949,1234,4
1040,WV,Grant,11937,10648.70002,9605.594654,1877.105565,0,5751,5314,437,8
1041,NC,Granville,59916,54208.38095,46719.66147,1309.296298,0,28531,27121,1410,5
1042,MI,Gratiot,42476,34985.93314,22883.13325,818.4309961,0,18260,17224,1036,6
1043,KY,Graves,37121,33412.81774,28289.44767,2546.546921,0,15388,14451,937,6
1044,KS,Gray,6006,6004.378146,5997.355746,3183.68299,630.5142801,3601,3518,83,2
1045,TX,Gray,22535,17664.99488,6551.116152,875.3112814,19.29219683,9268,8748,520,6
1046,KY,Grayson,25746,22703.33811,20682.03215,4917.218272,0,10677,9972,705,7
1047,TX,Grayson,120877,109310.4875,84244.58222,7325.615034,0,59944,57533,2411,4
1048,VA,Grayson,15533,15142.73531,14449.53705,2719.69931,0,7045,6628,417,6
1049,KS,Greeley,1247,1246.999999,1246.999999,1246.999999,1149.21776,935,915,20,2
1050,NE,Greeley,2538,2117.118558,2064.962459,1572.750436,0,1249,1210,39,3
1051,KY,Green,11258,10861.19078,8858.536753,730.3113204,0,5016,4752,264,5
1052,WI,Green,36842,31329.23582,23981.98761,202.6693055,0,21107,20303,804,4
1053,WI,Green,36842,31329.23582,23981.98761,202.6693055,0,10001,9460,541,5
1054,WV,Greenbrier,35480,31192.12373,25245.91699,1555.912661,0,15324,14318,1006,7
1055,AL,Greene,9045,8327.446452,7299.210139,3286.514964,0,2878,2559,319,11
1056,AR,Greene,42090,38364.78728,28547.03439,2092.46648,0,19950,18918,1032,5
1057,GA,Greene,15994,14068.23364,10994.17554,527.6821376,0,6827,6376,451,7
1058,IA,Greene,9336,8764.360283,6784.484261,815.521759,0,5573,5376,197,4
1059,IL,Greene,13886,9033.069482,6181.154197,6.454091424,0,6045,5674,371,6
1060,IN,Greene,33165,27051.21219,20508.59397,2262.661481,0,13754,12808,946,7
1061,MO,Greene,275174,209206.3576,108636.3521,0,0,149353,143141,6212,4
1062,MS,Greene,14400,13715.1239,12999.52493,2217.651313,0,4329,4003,326,8
1063,NC,Greene,21362,21325.48571,20740.90588,0,0,9480,8955,525,6
1064,NY,Greene,49221,46515.79608,39087.42374,15.11503458,0,20836,19665,1171,6
1065,OH,Greene,161573,134611.116,85915.39809,0,0,80377,76871,3506,4
1066,PA,Greene,38686,31603.73285,26331.4737,3598.827752,0,18161,17072,1089,6
1067,TN,Greene,68831,61044.72812,49970.21775,2538.605876,0,30559,28588,1971,6
1068,VA,Greene,18403,17589.49946,15394.83424,0,0,9848,9481,367,4
1069,AZ,Greenlee,8437,8436.716496,8435.930765,2824.433611,1756.370464,4027,3709,318,8
1070,VA,Greensville,12243,11870.56704,11469.62104,65.40452759,0,4172,3947,225,5
1071,KY,Greenup,36910,32118.51678,23793.06323,233.7201441,0,13613,12568,1045,8
1072,SC,Greenville,451225,378658.1279,231083.6663,137.4466575,0,242978,230986,11992,5
1073,KS,Greenwood,6689,5388.195464,4198.600322,2743.953164,41.84970307,3289,3139,150,5
1074,SC,Greenwood,69661,57766.48146,37425.06948,579.5926676,0,31263,29290,1973,6
1075,OK,Greer,6239,5088.778917,3255.331597,550.8833149,0,2169,2046,123,6
1076,TX,Gregg,121730,96563.85966,53505.27659,0,0,59229,56301,2928,5
1077,SD,Gregory,4271,3846.350964,3038.032487,1583.639969,743.2841035,2053,1988,65,3
1078,MS,Grenada,21906,17573.17099,13220.44083,2182.612153,0,9481,8917,564,6
1079,ND,Griggs,2420,1524.372051,1426.761893,794.3187467,10.6859578,1155,1128,27,2
1080,TX,Grimes,26604,25021.47299,21685.7419,8679.892966,11.53140778,11502,10891,611,5
1081,IA,Grundy,12453,11421.23571,9842.069054,1389.864865,0,6736,6479,257,4
1082,IL,Grundy,50063,42618.74661,30030.92471,0.126259327,0,25486,23722,1764,7
1083,MO,Grundy,10261,9229.58158,6187.576209,1306.7445,0,4912,4709,203,4
1084,TN,Grundy,13703,12732.72812,11565.0548,920.2124946,0,4862,4486,376,8
1085,NM,Guadalupe,4687,3470.146109,2615.485569,1335.176023,1159.584357,1627,1512,115,7
1086,TX,Guadalupe,131533,124219.059,106379.2636,1131.740559,0,72882,70313,2569,4
1087,OH,Guernsey,40087,36552.64332,29486.39466,1286.595909,0,19200,18011,1189,6
1088,NC,Guilford,488406,390990.5347,199269.2573,0,0,256282,241229,15053,6
1089,FL,Gulf,15863,14799.43033,12372.77329,832.4924454,0,5995,5680,315,5
1090,CO,Gunnison,15324,9398.231332,7678.150563,1362.730519,326.0194488,9787,9498,289,3
1091,IA,Guthrie,10954,9084.047418,7323.159487,1228.955148,0,5625,5412,213,4
1092,GA,Gwinnett,805321,636847.3763,326505.6783,0,0,452452,429027,23425,5
1093,SD,Haakon,1937,1188.654418,1077.56185,800.5009998,587.5872664,1095,1070,25,2
1094,GA,Habersham,43041,41688.82305,36416.59579,173.1324276,0,18818,17743,1075,6
1095,AK,Haines,2508,2059.994369,1524.258298,519.2357221,421.424297,1089,982,107,10
1096,AL,Hale,15760,14387.7706,12855.05949,87.11485878,0,6047,5577,470,8
1097,TX,Hale,36273,28499.50762,14589.00939,431.075584,0,12875,12059,816,6
1098,NC,Halifax,54691,45692.88905,32960.77351,4283.088898,0,20772,18941,1831,9
1099,VA,Halifax,36241,34337.08967,30027.30338,6967.647287,0,15199,14232,967,6
1100,GA,Hall,179684,157970.3402,122214.9842,11.82719501,0,92791,88284,4507,5
1101,NE,Hall,58607,40867.82981,18895.86263,3335.812559,0,31591,30346,1245,4
1102,TX,Hall,3353,2637.179553,1333.040634,819.9667729,518.2240461,1202,1138,64,5
1103,TN,Hamblen,62544,54562.14061,38890.38439,0,0,26420,24782,1638,6
1104,FL,Hamilton,14799,13859.37241,12481.22766,2966.903984,0,4522,4228,294,7
1105,IA,Hamilton,15673,12951.98513,9547.504296,2007.992216,0,7235,6925,310,4
1106,IL,Hamilton,8457,6582.795152,5390.55535,1547.107855,0,4375,4135,240,6
1107,IN,Hamilton,274569,244022.3229,163011.6988,0,0,167234,161577,5657,3
1108,KS,Hamilton,2690,2690.000001,2690.000001,2690.000001,2529.37095,1652,1620,32,2
1109,NE,Hamilton,9124,6251.587769,4710.122349,484.668302,0,4672,4537,135,3
1110,NY,Hamilton,4836,4528.971633,4262.487957,1330.093651,24.54288919,2448,2283,165,7
1111,OH,Hamilton,802374,567451.0207,241861.9234,0,0,401449,383393,18056,5
1112,TN,Hamilton,336463,274855.2273,167663.2383,0,0,167045,158180,8865,5
1113,TX,Hamilton,8517,6612.906771,4944.971223,1389.008073,0,3480,3318,162,5
1114,SD,Hamlin,5903,5902.999974,5902.999974,5643.291967,1147.057599,3128,3023,105,3
1115,MA,Hampden,463490,341355.1433,168864.3886,2512.768487,0,222565,208324,14241,6
1116,MA,Hampshire,158080,129454.9767,91640.93053,4339.357012,0,87311,83376,3935,5
1117,WV,Hampshire,23964,21852.91007,20797.49591,6117.475878,0,9603,9064,539,6
1118,SC,Hampton,21090,18741.35068,15626.07597,1254.355005,0,8348,7648,700,8
1119,VA,Hampton,137436,98318.34175,33464.98996,0,0,64261,60397,3864,6
1120,GA,Hancock,9429,8931.391462,7741.468932,798.4473565,0,2488,2244,244,10
1121,IA,Hancock,11341,9141.486715,6266.919421,1423.75077,0,6370,6196,174,3
1122,IL,Hancock,19104,18954.84238,18941.01695,5074.202774,0,8910,8359,551,6
1123,IN,Hancock,70002,64514.9768,55504.4305,0,0,37370,35792,1578,4
1124,KY,Hancock,8565,7705.981675,6395.712693,30.29283774,0,3850,3657,193,5
1125,ME,Hancock,54418,48365.13455,43938.49838,3364.161072,23.43089293,29065,27442,1623,6
1126,MS,Hancock,43929,41983.43556,36812.84577,2477.754933,0,18676,17466,1210,7
1127,OH,Hancock,74782,58864.56702,33601.93736,0,0,40755,39264,1491,4
1128,TN,Hancock,6819,6064.133122,5489.75701,95.21591727,0,2060,1861,199,10
1129,WV,Hancock,30676,26279.57656,17069.32666,0,0,12965,11953,1012,8
1130,SD,Hand,3431,2112.85542,1901.723519,1177.664046,215.7381847,1870,1827,43,2
1131,VA,Hanover,99863,85323.38569,58950.86443,0,0,56233,54052,2181,4
1132,TX,Hansford,5613,4230.662829,2349.817747,1937.05505,26.3010805,3109,3017,92,3
1133,SD,Hanson,3331,2905.805388,2867.213825,595.4522885,0,1795,1735,60,3
1134,GA,Haralson,28780,25345.64346,19801.12692,0,0,11870,11094,776,7
1135,FL,Hardee,27731,23805.83732,19551.61054,2628.551165,0,10091,9386,705,7
1136,TN,Hardeman,27253,25204.37451,22774.76855,3509.681799,0,9274,8578,696,8
1137,TX,Hardeman,4139,3053.695228,1727.054911,1068.446629,0,1619,1540,79,5
1138,IA,Hardin,17534,12570.79794,8779.824829,2321.000062,0,8821,8470,351,4
1139,IL,Hardin,4320,3643.625635,3204.642647,1025.035678,0,1527,1398,129,8
1140,KY,Hardin,105543,90024.83778,63735.42269,3775.654721,0,46634,44331,2303,5
1141,OH,Hardin,32058,25990.25258,18463.0336,649.6821811,0,14495,13797,698,5
1142,TN,Hardin,26026,23055.77038,18827.65917,1863.828498,0,10246,9510,736,7
1143,TX,Hardin,54635,48760.91113,37470.40362,4834.470194,185.2319117,24968,23562,1406,6
1144,NM,Harding,695,694.9999989,694.9999989,694.9999989,688.9186777,284,260,24,9
1145,SD,Harding,1255,1254.999995,1254.999995,1254.999995,1210.242756,778,759,19,2
1146,WV,Hardy,14025,13185.35666,11193.92257,4797.709943,0,5456,5048,408,8
1147,MD,Harford,244826,197012.1689,115107.3749,0,0,136301,129612,6689,5
1148,KY,Harlan,29278,26772.99014,22656.46318,14.69687379,0,7475,6589,886,12
1149,NE,Harlan,3423,2389.708053,2055.431672,238.719829,0,1786,1748,38,2
1150,OK,Harmon,2922,2020.418159,785.3860045,242.1644219,0,1302,1257,45,4
1151,NC,Harnett,114678,104911.0219,87239.76456,0,0,50251,46878,3373,7
1152,OR,Harney,7422,5410.092297,3556.861782,1761.797599,1148.869447,3304,3067,237,7
1153,KS,Harper,6034,3373.582974,2297.351944,1121.601958,0,2855,2744,111,4
1154,OK,Harper,3685,2732.465687,2265.139582,1906.912873,189.7138066,1986,1926,60,3
1155,GA,Harris,32024,30973.52845,28821.3259,41.55297894,0,15700,14878,822,5
1156,TX,Harris,4092459,2799856.611,1128595.68,0,0,2232553,2129050,103503,5
1157,IA,Harrison,14928,12193.96382,9304.471145,2276.129401,0,7544,7286,258,3
1158,IN,Harrison,39364,36903.12027,34525.05393,10.47180016,0,19417,18527,890,5
1159,KY,Harrison,18846,14999.84864,12702.55547,1353.194325,0,8398,8011,387,5
1160,MO,Harrison,8957,7735.110297,6148.024229,2275.204948,0,3988,3786,202,5
1161,MS,Harrison,187105,164012.0219,126320.4174,5073.994266,0,85654,80568,5086,6
1162,OH,Harrison,15864,13482.63373,11906.02295,40.11131127,0,7184,6732,452,6
1163,TX,Harrison,65631,58130.47544,45037.59777,3695.255635,0,31176,29551,1625,5
1164,WV,Harrison,69099,56895.50766,39203.34495,274.9758266,0,31771,29765,2006,6
1165,VA,Harrisonburg,48914,30433.70877,4883.423414,0,0,23883,22615,1268,5
1166,GA,Hart,25213,22730.18192,19332.90781,0,0,10402,9758,644,6
1167,KY,Hart,18199,15404.59112,14186.39442,1496.724787,0,7769,7375,394,5
1168,CT,Hartford,894014,663893.1782,339158.1335,0,0,474499,446575,27924,6
1169,TX,Hartley,6062,4457.356466,3446.221622,1450.075897,471.2454578,3002,2938,64,2
1170,KS,Harvey,34684,29699.12168,17700.48962,336.4104952,0,17208,16538,670,4
1171,KS,Haskell,4256,4256.000002,4256.000002,4256.000002,3896.797363,2358,2299,59,3
1172,OK,Haskell,12769,10873.07836,9743.882546,4806.578413,0,4480,4124,356,8
1173,TX,Haskell,5899,4792.936597,3424.616575,334.2357116,0,2580,2490,90,4
1174,HI,Hawaii,185079,168588.9702,147588.7772,12970.07031,148.9768556,88719,84812,3907,4
1175,TN,Hawkins,56833,53352.37533,48165.08544,307.7107025,0,23494,21994,1500,6
1176,NE,Hayes,967,967.0000036,967.0000036,967.0000036,825.8905448,616,602,14,2
1177,TX,Hays,157107,144851.4274,120210.5003,228.343366,0,98383,95015,3368,3
1178,NC,Haywood,59036,52727.8569,41433.80132,1206.895053,0,27651,26197,1454,5
1179,TN,Haywood,18787,15819.22264,10055.13718,2019.761678,0,7616,6979,637,8
1180,GA,Heard,11834,11575.3222,10951.85149,420.8592547,0,4913,4597,316,6
1181,TX,Hemphill,3807,2597.193723,1113.870971,403.4451611,22.23882191,2299,2227,72,3
1182,AR,Hempstead,22609,19947.49644,15207.81916,3081.961184,0,9856,9369,487,5
1183,IL,Henderson,7331,5543.093603,4958.644449,101.9657869,0,3748,3523,225,6
1184,KY,Henderson,46250,32423.28802,22691.65493,453.3774858,0,21208,20177,1031,5
1185,NC,Henderson,106740,91271.41174,71590.33729,45.16435372,0,50660,48252,2408,5
1186,TN,Henderson,27769,25424.75725,22916.02624,2013.478083,0,12254,11277,977,8
1187,TX,Henderson,78532,71962.28931,60511.80632,1090.666176,0,34339,32673,1666,5
1188,IN,Hendricks,145448,131470.5242,106022.3746,0,0,82861,79688,3173,4
1189,FL,Hendry,39140,30760.24695,24310.35178,2392.264313,544.6744505,15099,13491,1608,11
1190,MN,Hennepin,1152425,811968.6926,388034.59,0,0,676859,654708,22151,3
1191,VA,Henrico,306935,231348.1167,90839.1968,0,0,176916,169312,7604,4
1192,AL,Henry,17302,14928.27544,12523.16124,386.3128906,0,6715,6259,456,7
1193,GA,Henry,203922,186418.5999,146882.0369,0,0,105040,98573,6467,6
1194,IA,Henry,20145,16355.84096,12139.53277,3375.050495,0,9604,9226,378,4
1195,IL,Henry,50486,39586.33728,27595.58575,1433.891667,0,25072,23532,1540,6
1196,IN,Henry,49462,38459.53918,25907.43743,113.5992294,0,21664,20511,1153,5
1197,KY,Henry,15416,14149.42072,12976.03522,1281.53553,0,7599,7243,356,5
1198,MO,Henry,22272,18261.48438,13248.2163,2980.287781,0,10112,9562,550,5
1199,OH,Henry,28215,24602.57632,20083.39645,1878.006282,0,13547,12790,757,6
1200,TN,Henry,32330,30635.65762,25345.87494,2764.114597,0,13854,12948,906,7
1201,VA,Henry,54151,50801.22341,45343.88582,569.8330675,0,22353,20920,1433,6
1202,NY,Herkimer,64519,49074.29336,36801.93568,1927.188553,0.228982012,28580,26800,1780,6
1203,FL,Hernando,172778,150722.5375,98903.41971,11.70860797,0,66100,61502,4598,7
1204,NC,Hertford,24669,21838.64047,18592.72567,714.4861353,0,9221,8570,651,7
1205,ND,Hettinger,2477,2476.99999,2476.99999,2476.492583,2265.040094,1555,1516,39,3
1206,KY,Hickman,4902,4698.878406,3808.900583,159.0037642,0,2039,1921,118,6
1207,TN,Hickman,24690,22953.52255,21385.79211,2279.000806,0,10300,9715,585,6
1208,MO,Hickory,9627,9432.959114,9096.950247,673.1807777,0,3723,3476,247,7
1209,NM,Hidalgo,4894,3617.206931,2286.233406,1415.316405,587.5418686,2127,1995,132,6
1210,TX,Hidalgo,774769,660633.6044,439880.935,2303.608702,168.553399,330600,304446,26154,8
1211,OH,Highland,43589,36031.87256,31465.76005,1681.26335,0,16935,15858,1077,6
1212,VA,Highland,2321,2321.000012,2321.000012,2321.000012,747.7189019,1339,1292,47,4
1213,FL,Highlands,98786,85877.40885,70456.12495,2848.491933,0.000000511,35344,32691,2653,8
1214,MT,Hill,16096,13955.24395,9935.512559,4020.055915,1918.353254,7783,7458,325,4
1215,TX,Hill,35089,30048.32404,23566.94673,656.4449423,0,15603,14894,709,5
1216,FL,Hillsborough,1229226,917413.5689,434864.0924,108.2519278,0,689381,654510,34871,5
1217,NH,Hillsborough,400721,324189.8014,210921.0898,0,0,228760,220595,8165,4
1218,MI,Hillsdale,46688,40388.56744,34876.00192,330.5748133,0,20990,19889,1101,5
1219,MS,Hinds,245285,191430.5525,106822.7285,3740.080546,0,109216,102641,6575,6
1220,CO,Hinsdale,843,842.999993,842.999993,842.9981209,807.5313638,440,427,13,3
1221,NE,Hitchcock,2908,2908.000005,2908.000005,2539.688062,593.8397756,1321,1278,43,3
1222,OH,Hocking,29380,28316.80204,25775.91919,112.9371328,0,13011,12285,726,6
1223,TX,Hockley,22935,17988.37143,13114.02595,2659.458417,0,11709,11223,486,4
1224,KS,Hodgeman,1916,1915.999992,1915.999992,1902.335279,1473.427982,1027,995,32,3
1225,NC,Hoke,46952,44139.4414,39370.35953,0,0,19831,18257,1574,8
1226,FL,Holmes,19927,18452.3913,17111.62692,3641.919191,0,6692,6280,412,6
1227,MS,Holmes,19198,16793.32748,12393.82542,4362.330328,0,6116,5381,735,12
1228,OH,Holmes,42366,39744.97992,36411.95037,0,0,20625,19920,705,3
1229,MO,Holt,4912,4911.999975,4911.999975,4888.102797,902.5300823,2711,2613,98,4
1230,NE,Holt,10435,7789.127297,5561.108924,2580.485891,420.8809254,5867,5727,140,2
1231,HI,Honolulu,953207,526375.5429,232796.496,4.929250276,0,467705,452091,15614,3
1232,TX,Hood,51182,47878.27158,39022.7978,1415.103023,0,24516,23411,1105,5
1233,NE,Hooker,736,735.9999966,735.9999966,735.9999966,735.9999966,405,388,17,4
1234,AK,Hoonah-Angoon,2150,2125.388312,2043.02717,1694.916244,1602.955293,1136,964,172,15
1235,VA,Hopewell,22591,16539.1133,6608.930897,0,0,9620,8891,729,8
1236,KY,Hopkins,46920,41045.05543,30015.98969,1048.831316,0,19635,18538,1097,6
1237,TX,Hopkins,35161,30888.42878,24515.87509,2512.34984,0,16999,16285,714,4
1238,SC,Horry,269291,224937.6493,156500.6493,397.2885788,0,137323,127572,9751,7
1239,MI,Houghton,36628,29267.35305,16515.33978,1946.738759,97.33385425,16537,15487,1050,6
1240,AL,Houston,101547,83023.09132,57218.9647,0,0,44550,41767,2783,6
1241,GA,Houston,139900,121823.5042,80333.27766,437.0780864,0,65689,61864,3825,6
1242,MN,Houston,19027,15391.64953,10894.61625,370.8943979,0,10484,10086,398,4
1243,TN,Houston,8426,7840.028844,6747.666366,295.8041068,0,3192,2917,275,9
1244,TX,Houston,23732,20844.71705,17998.88916,8010.76815,2.928205504,9929,9487,442,5
1245,AR,Howard,13789,11939.11143,9503.124204,1021.218633,0,6057,5802,255,4
1246,IA,Howard,9566,7858.525959,5859.449165,3588.870934,0,5379,5185,194,4
1247,IN,Howard,82752,69565.91116,44424.91941,849.3265,0,36987,35140,1847,5
1248,MD,Howard,287085,215033.0163,96625.02158,0,0,177290,170550,6740,4
1249,MO,Howard,10144,8833.645033,7602.782851,1750.222754,0,5047,4800,247,5
1250,NE,Howard,6274,4803.118078,3935.707149,1286.682117,0,3309,3188,121,4
1251,TX,Howard,35012,31321.04416,24427.41554,1529.275722,35.86449949,13345,12731,614,5
1252,MO,Howell,40400,35000.42552,28946.51792,4203.835248,0,16355,15303,1052,6
1253,MN,Hubbard,20428,17862.63266,16701.55033,4206.066453,22.5956011,9553,8971,582,6
1254,NJ,Hudson,634266,80444.56921,3367.763877,0,0,362284,342752,19532,5
1255,TX,Hudspeth,3476,3475.999983,3475.999983,3473.342355,3064.094829,1280,1208,72,6
1256,CO,Huerfano,6711,5356.359455,3817.000311,2481.554287,657.8977789,2369,2186,183,8
1257,OK,Hughes,14003,10173.93234,8588.103277,3238.138527,121.2438709,5735,5305,430,8
1258,SD,Hughes,17022,13341.73609,7804.955799,1244.98792,452.1596153,9876,9638,238,2
1259,CA,Humboldt,134623,90251.99019,52443.37717,4970.990638,46.92660583,62454,58964,3490,6
1260,IA,Humboldt,9815,7024.102035,4517.596992,1623.738432,0,5346,5167,179,3
1261,NV,Humboldt,16528,12242.72422,9585.257285,2586.016181,1851.186716,8467,7974,493,6
1262,MS,Humphreys,9375,8033.346782,5266.285378,1228.397184,0,2467,2155,312,13
1263,TN,Humphreys,18538,16348.75978,13229.63215,569.3517485,0,8454,7883,571,7
1264,TX,Hunt,86129,73765.45171,61282.57712,2748.272461,0,38873,37040,1833,5
1265,NJ,Hunterdon,128349,118261.3961,99591.41383,0,0,65534,62747,2787,4
1266,PA,Huntingdon,45913,37794.57545,31584.3954,977.0100296,0,19668,18287,1381,7
1267,IN,Huntington,37124,32080.72988,23281.03632,2685.849718,0,18641,17825,816,4
1268,MI,Huron,33118,31728.24686,28911.62754,8258.628328,0,16336,15455,881,5
1269,OH,Huron,59626,47831.72453,33773.46584,52.90688916,0,27611,25796,1815,7
1270,SD,Hutchinson,7343,6533.972967,4743.886027,2689.25666,0,3666,3575,91,3
1271,TX,Hutchinson,22150,18497.38493,12289.23999,2397.337883,59.31064771,9789,9358,431,4
1272,NC,Hyde,5810,5729.762857,5517.310526,3439.607182,2.159139385,2145,1949,196,9
1273,SD,Hyde,1420,1420,1420,1412.223067,1237.162888,705,685,20,3
1274,LA,Iberia,73240,55090.73594,36682.27631,0,0,31878,29291,2587,8
1275,LA,Iberville,33387,26767.97075,20379.14713,436.2961306,0,14431,13375,1056,7
1276,IA,Ida,7089,5260.481495,3651.152445,75.2501586,0,3963,3839,124,3
1277,ID,Idaho,16267,13148.54069,12134.06747,5576.177775,1941.946338,6396,5993,403,6
1278,CA,Imperial,174528,111483.3024,53266.5208,11818.54584,2021.89296,78162,59351,18811,24
1279,AR,Independence,36647,34029.34205,27814.67094,3574.235502,0,15667,14656,1011,7
1280,PA,Indiana,88880,73886.08546,61785.7784,552.1741664,0,41757,39117,2640,6
1281,MI,Ingham,280895,222832.1886,128785.8779,0,0,145587,138778,6809,5
1282,CA,Inyo,18546,12760.60299,9946.27403,4225.666136,1172.120644,9107,8580,527,6
1283,MI,Ionia,63905,54265.12863,42693.12387,0,0,29309,27968,1341,5
1284,MI,Iosco,25887,24259.48004,21113.57745,1184.312984,0,10077,9318,759,8
1285,IA,Iowa,16355,13387.184,10367.70557,2053.903924,0,10390,10023,367,4
1286,WI,Iowa,23687,20045.84451,17036.45396,2931.4048,0,13702,13121,581,4
1287,NC,Iredell,159437,140371.9154,99630.17762,589.1466468,0,82183,77666,4517,6
1288,TX,Irion,1599,1598.999995,1598.999995,1598.587455,1102.455417,799,770,29,4
1289,MI,Iron,11817,10336.82245,8363.378834,715.5685425,6.872098902,5197,4831,366,7
1290,MO,Iron,10630,8724.404818,6796.142603,2027.34122,0,3853,3547,306,8
1291,UT,Iron,46163,38969.25356,29732.71724,1428.314351,49.70619502,20376,19470,906,4
1292,WI,Iron,5916,4827.845844,4488.996562,655.3461357,0,2623,2393,230,9
1293,IL,Iroquois,29718,22157.72004,20193.98021,4141.511464,0,14823,13985,838,6
1294,GA,Irwin,9538,7997.70922,6617.812164,563.5025422,0,3134,2872,262,8
1295,MI,Isabella,70311,58334.48535,39058.8832,0.042263314,0,35245,33551,1694,5
1296,MN,Isanti,37816,36262.79519,29140.45425,1131.684917,0,20197,19331,866,4
1297,WA,Island,78506,69928.70236,54454.47726,0,0,31767,29814,1953,6
1298,MS,Issaquena,1406,1406.000005,1406.000005,351.3067803,1.599694968,419,347,72,17
